Brand,Product,Product Type,Price,Rating,Image URL
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,Foundation,43.00 ,4.2 ,"https://images.ulta.com/is/image/Ulta/2511723?id=MbUaZ2&fmt=jpg&fit=constrain,1&wid=144&hei=361&op_sharpen=1&resMode=bilin"
Tarte,Travel Size Face Tape Foundation,Foundation,15.00 ,4.1 ,"https://images.ulta.com/is/image/Ulta/2557013?id=wmtaY0&fmt=jpg&fit=constrain,1&wid=117&hei=361&op_sharpen=1&resMode=bilin"
It Cosmetics,Celebration Foundation Illumination,Foundation,36.00 ,4.3 ,"https://images.ulta.com/is/image/Ulta/2269897?id=LdBaZ2&fmt=jpg&fit=constrain,1&wid=260&hei=256&op_sharpen=1&resMode=bilin"
Dermablend,Smooth Liquid Camo Foundation,Foundation,38.00 ,4.2 ,"https://images.ulta.com/is/image/Ulta/2281999?id=Tv4aM1&fmt=jpg&fit=constrain,1&wid=198&hei=359&op_sharpen=1&resMode=bilin"
Maybelline,Super Stay Full Coverage Foundation,Foundation,11.99 ,4.0 ,"https://images.ulta.com/is/image/Ulta/2537853?id=GXPaK1&fmt=jpg&fit=constrain,1&wid=91&hei=359&op_sharpen=1&resMode=bilin"
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,Foundation,39.00 ,4.3 ,"https://images.ulta.com/is/image/Ulta/2556527?id=RAYaT0&fmt=jpg&fit=constrain,1&wid=260&hei=309&op_sharpen=1&resMode=bilin"
jane iredale,PurePressed Base Mineral Foundation Refill,Foundation,44.00 ,4.8 ,"https://images.ulta.com/is/image/Ulta/2544923?id=F_sb91&fmt=jpg&fit=constrain,1&wid=260&hei=260&op_sharpen=1&resMode=bilin"
It Cosmetics,Bye Bye Lines Sheer Liquid Foundation,Foundation,38.00 ,3.9 ,"https://images.ulta.com/is/image/Ulta/2514607?id=FwHaw1&fmt=jpg&fit=constrain,1&wid=199&hei=360&op_sharpen=1&resMode=bilin"
Smashbox,Halo Fresh Setting & Perfecting Powder,Foundation,42.00 ,4.4 ,"https://images.ulta.com/is/image/Ulta/2562741?id=o6Qa63&fmt=jpg&fit=constrain,1&wid=260&hei=284&op_sharpen=1&resMode=bilin"
Dermablend,Cover Creme Full Coverage Foundation,Foundation,39.00 ,4.1 ,"https://images.ulta.com/is/image/Ulta/2155624?id=uKebo3&fmt=jpg&fit=constrain,1&wid=260&hei=190&op_sharpen=1&resMode=bilin"
MAC,Studio Waterweight SPF 30 Foundation,Foundation,36.00 ,3.9 ,"https://images.ulta.com/is/image/Ulta/2510609?id=HzVaV3&fmt=jpg&fit=constrain,1&wid=110&hei=360&op_sharpen=1&resMode=bilin"
Makeup Revolution,Conceal & Define Full Coverage Foundation,Foundation,12.00 ,3.9 ,"https://images.ulta.com/is/image/Ulta/2536568?id=jHMa91&fmt=jpg&fit=constrain,1&wid=94&hei=361&op_sharpen=1&resMode=bilin"
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,Foundation,44.00 ,3.8 ,"https://images.ulta.com/is/image/Ulta/2295700?id=jkgax1&fmt=jpg&fit=constrain,1&wid=88&hei=361&op_sharpen=1&resMode=bilin"
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,Foundation,12.99 ,4.1 ,"https://images.ulta.com/is/image/Ulta/2283481?id=i0-ar2&fmt=jpg&fit=constrain,1&wid=140&hei=361&op_sharpen=1&resMode=bilin"
COVER FX,Power Play Foundation,Foundation,44.00 ,3.8 ,"https://images.ulta.com/is/image/Ulta/2535824?id=wLxam3&fmt=jpg&fit=constrain,1&wid=110&hei=359&op_sharpen=1&resMode=bilin"
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Foundation,30.00 ,2.8 ,"https://images.ulta.com/is/image/Ulta/2546882?id=GMqb71&fmt=jpg&fit=constrain,1&wid=260&hei=229&op_sharpen=1&resMode=bilin"
COVER FX,Pressed Mineral Foundation,Foundation,38.00 ,4.3 ,"https://images.ulta.com/is/image/Ulta/2507985?id=6buaw2&fmt=jpg&fit=constrain,1&wid=248&hei=360&op_sharpen=1&resMode=bilin"
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Foundation,48.00 ,4.1 ,"https://images.ulta.com/is/image/Ulta/2559947?id=r2Ba93&fmt=jpg&fit=constrain,1&wid=126&hei=359&op_sharpen=1&resMode=bilin"
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,Foundation,38.00 ,4.0 ,"https://images.ulta.com/is/image/Ulta/2552405?id=4OKaq3&fmt=jpg&fit=constrain,1&wid=110&hei=360&op_sharpen=1&resMode=bilin"
J.Cat Beauty,Aquasurance Compact Foundation,Foundation,13.99 ,4.2 ,"https://images.ulta.com/is/image/Ulta/2550026?id=FKcbs0&fmt=jpg&fit=constrain,1&wid=260&hei=283&op_sharpen=1&resMode=bilin"
Morphe,Fluidity Full-Coverage Foundation,Foundation,18.00 ,3.2 ,"https://images.ulta.com/is/image/Ulta/2541925?id=oPYaM0&fmt=jpg&fit=constrain,1&wid=141&hei=360&op_sharpen=1&resMode=bilin"
e.l.f. Cosmetics,Flawless Finish Foundation,Foundation,6.00 ,3.9 ,"https://images.ulta.com/is/image/Ulta/2538892?id=agxai1&fmt=jpg&fit=constrain,1&wid=136&hei=360&op_sharpen=1&resMode=bilin"
L'Oréal,Infallible Pro-Glow Foundation,Foundation,12.99 ,4.2 ,"https://images.ulta.com/is/image/Ulta/2305296?id=zNIat1&fmt=jpg&fit=constrain,1&wid=137&hei=360&op_sharpen=1&resMode=bilin"
NYX Professional Makeup,Can't Stop Won't Stop Foundation,Foundation,15.00 ,3.7 ,"https://images.ulta.com/is/image/Ulta/2531965?id=-ZO9p0&fmt=jpg&fit=constrain,1&wid=87&hei=360&op_sharpen=1&resMode=bilin"
ULTA,Youthful Glow Foundation Serum Drops,Foundation,18.00 ,3.6 ,"https://images.ulta.com/is/image/Ulta/2534921?id=li7bn2&fmt=jpg&fit=constrain,1&wid=247&hei=360&op_sharpen=1&resMode=bilin"
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Foundation,15.00 ,4.7 ,"https://images.ulta.com/is/image/Ulta/2557012?id=3wXaM2&fmt=jpg&fit=constrain,1&wid=125&hei=361&op_sharpen=1&resMode=bilin"
CoverGirl,Outlast Stay Fabulous 3-In-1 Foundation,Foundation,11.99 ,4.2 ,"https://images.ulta.com/is/image/Ulta/2511174?id=2uxaJ0&fmt=jpg&fit=constrain,1&wid=119&hei=360&op_sharpen=1&resMode=bilin"
